,algorithm,circ_num_gates,circ_q_count,circuit,clifford_count,depth,non_clifford,overall_gate_count,time_diff[s],two_qubit_count
691,qfast,50.0,4.0,qubits/i_48_num_qubits_4,36.0,47.0,52.0,88.0,-10.538666486740112,12.0
692,pyzx,50.0,4.0,qubits/i_48_num_qubits_4,35.0,21.0,8.0,43.0,-0.06063413619995117,11.0
693,default,50.0,4.0,qubits/i_49_num_qubits_4,56.0,27.0,16.0,72.0,-4.76837158203125e-07,13.0
694,tket,50.0,4.0,qubits/i_49_num_qubits_4,43.0,24.0,6.0,49.0,-0.049964189529418945,7.0
695,qiskit,50.0,4.0,qubits/i_49_num_qubits_4,52.0,25.0,16.0,68.0,-0.0180816650390625,9.0
696,tpar,50.0,4.0,qubits/i_49_num_qubits_4,53.0,28.0,6.0,59.0,-0.06835484504699707,16.0
697,voqc,50.0,4.0,qubits/i_49_num_qubits_4,61.0,32.0,6.0,67.0,-0.10097360610961914,7.0
698,qfast,50.0,4.0,qubits/i_49_num_qubits_4,42.0,78.0,58.0,100.0,-12.035841941833496,14.0
699,pyzx,50.0,4.0,qubits/i_49_num_qubits_4,32.0,23.0,6.0,38.0,-0.060585975646972656,15.0
700,default,50.0,5.0,qubits/i_0_num_qubits_5,62.0,29.0,12.0,74.0,-4.76837158203125e-07,12.0
701,tket,50.0,5.0,qubits/i_0_num_qubits_5,47.0,23.0,10.0,57.0,-0.051978111267089844,11.0
702,qiskit,50.0,5.0,qubits/i_0_num_qubits_5,62.0,29.0,12.0,74.0,-0.018296003341674805,12.0
703,tpar,50.0,5.0,qubits/i_0_num_qubits_5,92.0,60.0,6.0,98.0,-0.08205032348632812,55.0
704,voqc,50.0,5.0,qubits/i_0_num_qubits_5,87.0,37.0,6.0,93.0,-0.16919302940368652,12.0
705,qfast,50.0,5.0,qubits/i_0_num_qubits_5,120.0,177.0,158.0,278.0,-508.69376039505005,40.0
706,pyzx,50.0,5.0,qubits/i_0_num_qubits_5,53.0,41.0,6.0,59.0,-0.0674738883972168,30.0
707,default,50.0,5.0,qubits/i_1_num_qubits_5,56.0,31.0,12.0,68.0,-4.76837158203125e-07,16.0
708,tket,50.0,5.0,qubits/i_1_num_qubits_5,42.0,25.0,8.0,50.0,-0.05036616325378418,10.0
709,qiskit,50.0,5.0,qubits/i_1_num_qubits_5,54.0,29.0,12.0,66.0,-0.017704486846923828,14.0
710,tpar,50.0,5.0,qubits/i_1_num_qubits_5,53.0,34.0,8.0,61.0,-0.07176494598388672,20.0
711,voqc,50.0,5.0,qubits/i_1_num_qubits_5,70.0,38.0,8.0,78.0,-0.16521334648132324,10.0
712,qfast,50.0,5.0,qubits/i_1_num_qubits_5,75.0,88.0,105.0,180.0,-88.58554244041443,25.0
713,pyzx,50.0,5.0,qubits/i_1_num_qubits_5,54.0,44.0,8.0,62.0,-0.07097911834716797,30.0
714,default,50.0,5.0,qubits/i_2_num_qubits_5,76.0,31.0,6.0,82.0,-4.76837158203125e-07,15.0
715,tket,50.0,5.0,qubits/i_2_num_qubits_5,42.0,22.0,4.0,46.0,-0.051355838775634766,10.0
716,qiskit,50.0,5.0,qubits/i_2_num_qubits_5,72.0,31.0,6.0,78.0,-0.018702983856201172,11.0
717,tpar,50.0,5.0,qubits/i_2_num_qubits_5,63.0,30.0,4.0,67.0,-0.0711064338684082,20.0
718,voqc,50.0,5.0,qubits/i_2_num_qubits_5,89.0,35.0,4.0,93.0,-0.16919875144958496,11.0
719,qfast,50.0,5.0,qubits/i_2_num_qubits_5,60.0,87.0,82.0,142.0,-73.21761012077332,20.0
720,pyzx,50.0,5.0,qubits/i_2_num_qubits_5,30.0,18.0,2.0,32.0,-0.060230255126953125,13.0
721,default,50.0,5.0,qubits/i_3_num_qubits_5,56.0,26.0,18.0,74.0,-7.152557373046875e-07,12.0
722,tket,50.0,5.0,qubits/i_3_num_qubits_5,57.0,30.0,8.0,65.0,-0.05467867851257324,10.0
723,qiskit,50.0,5.0,qubits/i_3_num_qubits_5,56.0,26.0,18.0,74.0,-0.018972158432006836,12.0
724,tpar,50.0,5.0,qubits/i_3_num_qubits_5,69.0,45.0,8.0,77.0,-0.07523274421691895,30.0
725,voqc,50.0,5.0,qubits/i_3_num_qubits_5,80.0,32.0,8.0,88.0,-0.16977643966674805,12.0
726,qfast,50.0,5.0,qubits/i_3_num_qubits_5,99.0,111.0,129.0,228.0,-69.45007109642029,33.0
727,pyzx,50.0,5.0,qubits/i_3_num_qubits_5,50.0,40.0,8.0,58.0,-0.07038116455078125,27.0
728,default,50.0,5.0,qubits/i_4_num_qubits_5,67.0,29.0,13.0,80.0,-4.76837158203125e-07,17.0
729,tket,50.0,5.0,qubits/i_4_num_qubits_5,59.0,31.0,7.0,66.0,-0.0560145378112793,15.0
730,qiskit,50.0,5.0,qubits/i_4_num_qubits_5,67.0,29.0,13.0,80.0,-0.019888639450073242,17.0
731,tpar,50.0,5.0,qubits/i_4_num_qubits_5,81.0,39.0,7.0,88.0,-0.0829474925994873,40.0
732,voqc,50.0,5.0,qubits/i_4_num_qubits_5,95.0,43.0,7.0,102.0,-0.17479991912841797,17.0
733,qfast,50.0,5.0,qubits/i_4_num_qubits_5,159.0,191.0,207.0,366.0,-1053.8463938236237,53.0
734,pyzx,50.0,5.0,qubits/i_4_num_qubits_5,60.0,46.0,7.0,67.0,-0.07539486885070801,32.0
735,default,50.0,5.0,qubits/i_5_num_qubits_5,71.0,32.0,11.0,82.0,-4.76837158203125e-07,14.0
736,tket,50.0,5.0,qubits/i_5_num_qubits_5,57.0,23.0,7.0,64.0,-0.11353921890258789,13.0
737,qiskit,50.0,5.0,qubits/i_5_num_qubits_5,71.0,32.0,11.0,82.0,-0.019273996353149414,14.0
738,tpar,50.0,5.0,qubits/i_5_num_qubits_5,88.0,43.0,7.0,95.0,-0.08136582374572754,36.0
739,voqc,50.0,5.0,qubits/i_5_num_qubits_5,107.0,45.0,7.0,114.0,-0.11543869972229004,14.0
740,qfast,50.0,5.0,qubits/i_5_num_qubits_5,132.0,163.0,174.0,306.0,-408.8304522037506,44.0
741,pyzx,50.0,5.0,qubits/i_5_num_qubits_5,62.0,42.0,7.0,69.0,-0.06902003288269043,27.0
742,default,50.0,5.0,qubits/i_6_num_qubits_5,59.0,28.0,15.0,74.0,-9.5367431640625e-07,10.0
743,tket,50.0,5.0,qubits/i_6_num_qubits_5,45.0,23.0,5.0,50.0,-0.05293679237365723,7.0
744,qiskit,50.0,5.0,qubits/i_6_num_qubits_5,59.0,28.0,15.0,74.0,-0.017287254333496094,10.0
745,tpar,50.0,5.0,qubits/i_6_num_qubits_5,67.0,35.0,5.0,72.0,-0.0730140209197998,23.0
746,voqc,50.0,5.0,qubits/i_6_num_qubits_5,81.0,38.0,5.0,86.0,-0.10492539405822754,10.0
747,qfast,50.0,5.0,qubits/i_6_num_qubits_5,63.0,93.0,83.0,146.0,-24.53751516342163,21.0
748,pyzx,50.0,5.0,qubits/i_6_num_qubits_5,39.0,25.0,5.0,44.0,-0.06072568893432617,19.0
749,default,50.0,5.0,qubits/i_7_num_qubits_5,59.0,29.0,15.0,74.0,-7.152557373046875e-07,13.0
750,tket,50.0,5.0,qubits/i_7_num_qubits_5,48.0,24.0,7.0,55.0,-0.053961753845214844,10.0
751,qiskit,50.0,5.0,qubits/i_7_num_qubits_5,59.0,29.0,15.0,74.0,-0.017277240753173828,13.0
752,tpar,50.0,5.0,qubits/i_7_num_qubits_5,71.0,40.0,7.0,78.0,-0.07455015182495117,29.0
753,voqc,50.0,5.0,qubits/i_7_num_qubits_5,83.0,39.0,7.0,90.0,-0.10863208770751953,13.0
754,qfast,50.0,5.0,qubits/i_7_num_qubits_5,87.0,121.0,113.0,200.0,-107.20039129257202,29.0
755,pyzx,50.0,5.0,qubits/i_7_num_qubits_5,45.0,28.0,7.0,52.0,-0.06297755241394043,20.0
756,default,50.0,5.0,qubits/i_8_num_qubits_5,53.0,24.0,13.0,66.0,-4.76837158203125e-07,10.0
757,tket,50.0,5.0,qubits/i_8_num_qubits_5,36.0,22.0,9.0,45.0,-0.04982399940490723,7.0
758,qiskit,50.0,5.0,qubits/i_8_num_qubits_5,53.0,24.0,13.0,66.0,-0.01662158966064453,10.0
759,tpar,50.0,5.0,qubits/i_8_num_qubits_5,56.0,31.0,5.0,61.0,-0.07201862335205078,24.0
760,voqc,50.0,5.0,qubits/i_8_num_qubits_5,46.0,26.0,5.0,51.0,-0.1000053882598877,8.0
761,qfast,50.0,5.0,qubits/i_8_num_qubits_5,81.0,131.0,107.0,188.0,-63.44640302658081,27.0
762,pyzx,50.0,5.0,qubits/i_8_num_qubits_5,40.0,30.0,5.0,45.0,-0.06040143966674805,18.0
763,default,50.0,5.0,qubits/i_9_num_qubits_5,57.0,27.0,15.0,72.0,-7.152557373046875e-07,16.0
764,tket,50.0,5.0,qubits/i_9_num_qubits_5,42.0,20.0,5.0,47.0,-0.05193829536437988,13.0
765,qiskit,50.0,5.0,qubits/i_9_num_qubits_5,57.0,27.0,15.0,72.0,-0.018155574798583984,16.0
766,tpar,50.0,5.0,qubits/i_9_num_qubits_5,97.0,70.0,5.0,102.0,-0.08211493492126465,56.0
767,voqc,50.0,5.0,qubits/i_9_num_qubits_5,91.0,42.0,5.0,96.0,-0.11089682579040527,16.0
768,qfast,50.0,5.0,qubits/i_9_num_qubits_5,114.0,141.0,148.0,262.0,-219.03573751449585,38.0
769,pyzx,50.0,5.0,qubits/i_9_num_qubits_5,57.0,41.0,5.0,62.0,-0.12834930419921875,31.0
770,default,50.0,5.0,qubits/i_10_num_qubits_5,58.0,33.0,18.0,76.0,-9.5367431640625e-07,8.0
771,tket,50.0,5.0,qubits/i_10_num_qubits_5,46.0,22.0,14.0,60.0,-0.050731658935546875,7.0
772,qiskit,50.0,5.0,qubits/i_10_num_qubits_5,58.0,33.0,18.0,76.0,-0.018199682235717773,8.0
773,tpar,50.0,5.0,qubits/i_10_num_qubits_5,51.0,33.0,10.0,61.0,-0.06981348991394043,17.0
774,voqc,50.0,5.0,qubits/i_10_num_qubits_5,75.0,39.0,10.0,85.0,-0.10633587837219238,8.0
775,qfast,50.0,5.0,qubits/i_10_num_qubits_5,81.0,99.0,107.0,188.0,-154.1121129989624,27.0
776,pyzx,50.0,5.0,qubits/i_10_num_qubits_5,51.0,32.0,10.0,61.0,-0.13216090202331543,24.0
777,default,50.0,5.0,qubits/i_11_num_qubits_5,60.0,29.0,12.0,72.0,-7.152557373046875e-07,12.0
778,tket,50.0,5.0,qubits/i_11_num_qubits_5,52.0,28.0,10.0,62.0,-0.051815032958984375,12.0
779,qiskit,50.0,5.0,qubits/i_11_num_qubits_5,60.0,29.0,12.0,72.0,-0.018068313598632812,12.0
780,tpar,50.0,5.0,qubits/i_11_num_qubits_5,98.0,72.0,10.0,108.0,-0.08487963676452637,57.0
781,voqc,50.0,5.0,qubits/i_11_num_qubits_5,77.0,40.0,10.0,87.0,-0.10870170593261719,12.0
782,qfast,50.0,5.0,qubits/i_11_num_qubits_5,105.0,123.0,141.0,246.0,-285.19977617263794,35.0
783,pyzx,50.0,5.0,qubits/i_11_num_qubits_5,76.0,52.0,10.0,86.0,-0.0802466869354248,41.0
784,default,50.0,5.0,qubits/i_12_num_qubits_5,66.0,25.0,10.0,76.0,-4.76837158203125e-07,13.0
785,tket,50.0,5.0,qubits/i_12_num_qubits_5,45.0,26.0,8.0,53.0,-0.05020856857299805,11.0
786,qiskit,50.0,5.0,qubits/i_12_num_qubits_5,64.0,25.0,10.0,74.0,-0.017208576202392578,11.0
787,tpar,50.0,5.0,qubits/i_12_num_qubits_5,73.0,44.0,8.0,81.0,-0.07477092742919922,30.0
788,voqc,50.0,5.0,qubits/i_12_num_qubits_5,92.0,37.0,8.0,100.0,-0.10919070243835449,11.0
789,qfast,50.0,5.0,qubits/i_12_num_qubits_5,105.0,130.0,139.0,244.0,-136.062561750412,35.0
790,pyzx,50.0,5.0,qubits/i_12_num_qubits_5,50.0,36.0,8.0,58.0,-0.06462430953979492,19.0
791,default,50.0,5.0,qubits/i_13_num_qubits_5,64.0,28.0,8.0,72.0,-4.76837158203125e-07,18.0
792,tket,50.0,5.0,qubits/i_13_num_qubits_5,44.0,22.0,6.0,50.0,-0.053539276123046875,12.0
793,qiskit,50.0,5.0,qubits/i_13_num_qubits_5,64.0,28.0,8.0,72.0,-0.019530773162841797,18.0
794,tpar,50.0,5.0,qubits/i_13_num_qubits_5,87.0,62.0,6.0,93.0,-0.08290767669677734,53.0
795,voqc,50.0,5.0,qubits/i_13_num_qubits_5,76.0,33.0,6.0,82.0,-0.1714797019958496,14.0
796,qfast,50.0,5.0,qubits/i_13_num_qubits_5,63.0,81.0,87.0,150.0,-35.96831440925598,21.0
797,pyzx,50.0,5.0,qubits/i_13_num_qubits_5,37.0,23.0,4.0,41.0,-0.06488633155822754,19.0
798,default,50.0,5.0,qubits/i_14_num_qubits_5,58.0,28.0,14.0,72.0,-9.5367431640625e-07,12.0
799,tket,50.0,5.0,qubits/i_14_num_qubits_5,53.0,25.0,6.0,59.0,-0.05347800254821777,11.0
800,qiskit,50.0,5.0,qubits/i_14_num_qubits_5,58.0,28.0,14.0,72.0,-0.017361879348754883,12.0
801,tpar,50.0,5.0,qubits/i_14_num_qubits_5,80.0,49.0,6.0,86.0,-0.07581758499145508,35.0
802,voqc,50.0,5.0,qubits/i_14_num_qubits_5,85.0,35.0,6.0,91.0,-0.17062044143676758,12.0
803,qfast,50.0,5.0,qubits/i_14_num_qubits_5,102.0,132.0,134.0,236.0,-190.96402668952942,34.0
804,pyzx,50.0,5.0,qubits/i_14_num_qubits_5,41.0,29.0,6.0,47.0,-0.0648043155670166,18.0
805,default,50.0,5.0,qubits/i_15_num_qubits_5,55.0,33.0,17.0,72.0,-4.76837158203125e-07,13.0
806,tket,50.0,5.0,qubits/i_15_num_qubits_5,50.0,31.0,12.0,62.0,-0.053713321685791016,8.0
807,qiskit,50.0,5.0,qubits/i_15_num_qubits_5,53.0,30.0,17.0,70.0,-0.017067909240722656,11.0
808,tpar,50.0,5.0,qubits/i_15_num_qubits_5,62.0,32.0,7.0,69.0,-0.07212090492248535,24.0
809,voqc,50.0,5.0,qubits/i_15_num_qubits_5,80.0,39.0,7.0,87.0,-0.1637115478515625,11.0
810,qfast,50.0,5.0,qubits/i_15_num_qubits_5,84.0,111.0,112.0,196.0,-133.64001750946045,28.0
811,pyzx,50.0,5.0,qubits/i_15_num_qubits_5,47.0,31.0,7.0,54.0,-0.06252121925354004,21.0
812,default,50.0,5.0,qubits/i_16_num_qubits_5,54.0,31.0,16.0,70.0,-4.76837158203125e-07,14.0
813,tket,50.0,5.0,qubits/i_16_num_qubits_5,62.0,27.0,6.0,68.0,-0.05493521690368652,11.0
814,qiskit,50.0,5.0,qubits/i_16_num_qubits_5,54.0,31.0,16.0,70.0,-0.018708467483520508,14.0
815,tpar,50.0,5.0,qubits/i_16_num_qubits_5,124.0,88.0,6.0,130.0,-0.08948826789855957,86.0
816,voqc,50.0,5.0,qubits/i_16_num_qubits_5,68.0,34.0,6.0,74.0,-0.1660315990447998,14.0
817,qfast,50.0,5.0,qubits/i_16_num_qubits_5,99.0,127.0,133.0,232.0,-171.1551742553711,33.0
818,pyzx,50.0,5.0,qubits/i_16_num_qubits_5,52.0,41.0,6.0,58.0,-0.06651902198791504,30.0
819,default,50.0,5.0,qubits/i_17_num_qubits_5,61.0,33.0,9.0,70.0,-4.76837158203125e-07,18.0
820,tket,50.0,5.0,qubits/i_17_num_qubits_5,65.0,37.0,7.0,72.0,-0.05613446235656738,16.0
821,qiskit,50.0,5.0,qubits/i_17_num_qubits_5,61.0,33.0,9.0,70.0,-0.021177053451538086,18.0
822,tpar,50.0,5.0,qubits/i_17_num_qubits_5,96.0,59.0,7.0,103.0,-0.14690947532653809,54.0
823,voqc,50.0,5.0,qubits/i_17_num_qubits_5,85.0,46.0,7.0,92.0,-0.11346077919006348,18.0
824,qfast,50.0,5.0,qubits/i_17_num_qubits_5,165.0,241.0,211.0,376.0,-1039.703828573227,55.0
825,pyzx,50.0,5.0,qubits/i_17_num_qubits_5,67.0,50.0,7.0,74.0,-0.07474255561828613,38.0
826,default,50.0,5.0,qubits/i_18_num_qubits_5,70.0,29.0,10.0,80.0,-4.76837158203125e-07,12.0
827,tket,50.0,5.0,qubits/i_18_num_qubits_5,55.0,31.0,6.0,61.0,-0.11254072189331055,10.0
828,qiskit,50.0,5.0,qubits/i_18_num_qubits_5,70.0,29.0,10.0,80.0,-0.019184589385986328,12.0
829,tpar,50.0,5.0,qubits/i_18_num_qubits_5,80.0,53.0,6.0,86.0,-0.0786435604095459,35.0
830,voqc,50.0,5.0,qubits/i_18_num_qubits_5,84.0,39.0,6.0,90.0,-0.10885262489318848,12.0
831,qfast,50.0,5.0,qubits/i_18_num_qubits_5,93.0,116.0,125.0,218.0,-176.57789778709412,31.0
832,pyzx,50.0,5.0,qubits/i_18_num_qubits_5,53.0,34.0,6.0,59.0,-0.06740641593933105,31.0
833,default,50.0,5.0,qubits/i_19_num_qubits_5,55.0,24.0,15.0,70.0,-7.152557373046875e-07,10.0
834,tket,50.0,5.0,qubits/i_19_num_qubits_5,48.0,24.0,7.0,55.0,-0.05185818672180176,8.0
835,qiskit,50.0,5.0,qubits/i_19_num_qubits_5,55.0,24.0,15.0,70.0,-0.016907691955566406,10.0
836,tpar,50.0,5.0,qubits/i_19_num_qubits_5,88.0,54.0,9.0,97.0,-0.08061361312866211,47.0
837,voqc,50.0,5.0,qubits/i_19_num_qubits_5,62.0,28.0,9.0,71.0,-0.10337257385253906,10.0
838,qfast,50.0,5.0,qubits/i_19_num_qubits_5,78.0,114.0,104.0,182.0,-142.81576657295227,26.0
839,pyzx,50.0,5.0,qubits/i_19_num_qubits_5,54.0,30.0,7.0,61.0,-0.06789612770080566,27.0
840,default,50.0,5.0,qubits/i_20_num_qubits_5,59.0,31.0,11.0,70.0,-4.76837158203125e-07,16.0
841,tket,50.0,5.0,qubits/i_20_num_qubits_5,54.0,30.0,7.0,61.0,-0.0540316104888916,14.0
842,qiskit,50.0,5.0,qubits/i_20_num_qubits_5,59.0,31.0,11.0,70.0,-0.020505189895629883,16.0
843,tpar,50.0,5.0,qubits/i_20_num_qubits_5,94.0,65.0,7.0,101.0,-0.08805465698242188,59.0
844,voqc,50.0,5.0,qubits/i_20_num_qubits_5,84.0,48.0,7.0,91.0,-0.1108088493347168,16.0
845,qfast,50.0,5.0,qubits/i_20_num_qubits_5,93.0,128.0,125.0,218.0,-220.9309902191162,31.0
846,pyzx,50.0,5.0,qubits/i_20_num_qubits_5,53.0,43.0,7.0,60.0,-0.13376879692077637,28.0
847,default,50.0,5.0,qubits/i_21_num_qubits_5,56.0,28.0,10.0,66.0,-4.76837158203125e-07,20.0
848,tket,50.0,5.0,qubits/i_21_num_qubits_5,46.0,28.0,4.0,50.0,-0.05294466018676758,15.0
849,qiskit,50.0,5.0,qubits/i_21_num_qubits_5,54.0,26.0,10.0,64.0,-0.01936936378479004,18.0
850,tpar,50.0,5.0,qubits/i_21_num_qubits_5,80.0,55.0,4.0,84.0,-0.0793142318725586,50.0
851,voqc,50.0,5.0,qubits/i_21_num_qubits_5,69.0,41.0,4.0,73.0,-0.10640144348144531,18.0
852,qfast,50.0,5.0,qubits/i_21_num_qubits_5,90.0,95.0,120.0,210.0,-195.09371948242188,30.0
853,pyzx,50.0,5.0,qubits/i_21_num_qubits_5,55.0,37.0,4.0,59.0,-0.12836909294128418,26.0
854,default,50.0,5.0,qubits/i_22_num_qubits_5,62.0,36.0,12.0,74.0,-4.76837158203125e-07,12.0
855,tket,50.0,5.0,qubits/i_22_num_qubits_5,32.0,19.0,6.0,38.0,-0.0490260124206543,5.0
856,qiskit,50.0,5.0,qubits/i_22_num_qubits_5,60.0,36.0,12.0,72.0,-0.016952991485595703,10.0
857,tpar,50.0,5.0,qubits/i_22_num_qubits_5,49.0,33.0,6.0,55.0,-0.06839990615844727,14.0
858,voqc,50.0,5.0,qubits/i_22_num_qubits_5,76.0,47.0,6.0,82.0,-0.10479092597961426,10.0
859,qfast,50.0,5.0,qubits/i_22_num_qubits_5,60.0,55.0,80.0,140.0,-31.889997482299805,20.0
860,pyzx,50.0,5.0,qubits/i_22_num_qubits_5,34.0,20.0,6.0,40.0,-0.12044668197631836,10.0
861,default,50.0,5.0,qubits/i_23_num_qubits_5,57.0,27.0,13.0,70.0,-9.5367431640625e-07,13.0
862,tket,50.0,5.0,qubits/i_23_num_qubits_5,43.0,23.0,7.0,50.0,-0.05207467079162598,10.0
863,qiskit,50.0,5.0,qubits/i_23_num_qubits_5,55.0,27.0,13.0,68.0,-0.016792774200439453,11.0
864,tpar,50.0,5.0,qubits/i_23_num_qubits_5,101.0,63.0,5.0,106.0,-0.08238554000854492,60.0
865,voqc,50.0,5.0,qubits/i_23_num_qubits_5,72.0,36.0,5.0,77.0,-0.1041722297668457,11.0
866,qfast,50.0,5.0,qubits/i_23_num_qubits_5,87.0,129.0,113.0,200.0,-109.00068926811218,29.0
867,pyzx,50.0,5.0,qubits/i_23_num_qubits_5,30.0,24.0,5.0,35.0,-0.05776190757751465,14.0
868,default,50.0,5.0,qubits/i_24_num_qubits_5,58.0,36.0,10.0,68.0,-4.76837158203125e-07,15.0
869,tket,50.0,5.0,qubits/i_24_num_qubits_5,39.0,26.0,6.0,45.0,-0.04997444152832031,9.0
870,qiskit,50.0,5.0,qubits/i_24_num_qubits_5,56.0,34.0,10.0,66.0,-0.017217397689819336,13.0
871,tpar,50.0,5.0,qubits/i_24_num_qubits_5,42.0,26.0,4.0,46.0,-0.06863713264465332,19.0
872,voqc,50.0,5.0,qubits/i_24_num_qubits_5,50.0,29.0,4.0,54.0,-0.1003570556640625,11.0
873,qfast,50.0,5.0,qubits/i_24_num_qubits_5,81.0,119.0,107.0,188.0,-85.83977341651917,27.0
874,pyzx,50.0,5.0,qubits/i_24_num_qubits_5,33.0,22.0,4.0,37.0,-0.059149980545043945,15.0
875,default,50.0,5.0,qubits/i_25_num_qubits_5,63.0,29.0,9.0,72.0,-4.76837158203125e-07,14.0
876,tket,50.0,5.0,qubits/i_25_num_qubits_5,35.0,17.0,7.0,42.0,-0.04979372024536133,7.0
877,qiskit,50.0,5.0,qubits/i_25_num_qubits_5,63.0,29.0,9.0,72.0,-0.01666855812072754,14.0
878,tpar,50.0,5.0,qubits/i_25_num_qubits_5,58.0,29.0,7.0,65.0,-0.07105112075805664,25.0
879,voqc,50.0,5.0,qubits/i_25_num_qubits_5,79.0,37.0,7.0,86.0,-0.10586690902709961,10.0
880,qfast,50.0,5.0,qubits/i_25_num_qubits_5,51.0,52.0,71.0,122.0,-29.825297832489014,17.0
881,pyzx,50.0,5.0,qubits/i_25_num_qubits_5,36.0,18.0,7.0,43.0,-0.06053757667541504,10.0
882,default,50.0,5.0,qubits/i_26_num_qubits_5,66.0,38.0,12.0,78.0,-4.76837158203125e-07,11.0
883,tket,50.0,5.0,qubits/i_26_num_qubits_5,39.0,18.0,4.0,43.0,-0.05047035217285156,10.0
884,qiskit,50.0,5.0,qubits/i_26_num_qubits_5,66.0,38.0,12.0,78.0,-0.020797014236450195,11.0
885,tpar,50.0,5.0,qubits/i_26_num_qubits_5,115.0,75.0,4.0,119.0,-0.08996748924255371,71.0
886,voqc,50.0,5.0,qubits/i_26_num_qubits_5,87.0,42.0,4.0,91.0,-0.10900282859802246,11.0
887,qfast,50.0,5.0,qubits/i_26_num_qubits_5,57.0,88.0,77.0,134.0,-17.46520161628723,19.0
888,pyzx,50.0,5.0,qubits/i_26_num_qubits_5,55.0,39.0,4.0,59.0,-0.06656122207641602,31.0
889,default,50.0,5.0,qubits/i_27_num_qubits_5,57.0,30.0,11.0,68.0,-4.76837158203125e-07,19.0
890,tket,50.0,5.0,qubits/i_27_num_qubits_5,55.0,28.0,9.0,64.0,-0.0520930290222168,16.0
891,qiskit,50.0,5.0,qubits/i_27_num_qubits_5,55.0,27.0,11.0,66.0,-0.01904439926147461,17.0
892,tpar,50.0,5.0,qubits/i_27_num_qubits_5,98.0,65.0,9.0,107.0,-0.08754754066467285,67.0
893,voqc,50.0,5.0,qubits/i_27_num_qubits_5,69.0,34.0,9.0,78.0,-0.11055731773376465,17.0
894,qfast,50.0,5.0,qubits/i_27_num_qubits_5,111.0,123.0,151.0,262.0,-539.3647999763489,37.0
895,pyzx,50.0,5.0,qubits/i_27_num_qubits_5,67.0,54.0,9.0,76.0,-0.07935667037963867,37.0
896,default,50.0,5.0,qubits/i_28_num_qubits_5,71.0,28.0,13.0,84.0,-9.5367431640625e-07,10.0
897,tket,50.0,5.0,qubits/i_28_num_qubits_5,63.0,32.0,11.0,74.0,-0.05548977851867676,8.0
898,qiskit,50.0,5.0,qubits/i_28_num_qubits_5,71.0,28.0,13.0,84.0,-0.017887353897094727,10.0
899,tpar,50.0,5.0,qubits/i_28_num_qubits_5,66.0,36.0,7.0,73.0,-0.07282209396362305,20.0
900,voqc,50.0,5.0,qubits/i_28_num_qubits_5,93.0,38.0,7.0,100.0,-0.16890764236450195,8.0
901,qfast,50.0,5.0,qubits/i_28_num_qubits_5,81.0,101.0,109.0,190.0,-101.40306901931763,27.0
902,pyzx,50.0,5.0,qubits/i_28_num_qubits_5,42.0,24.0,7.0,49.0,-0.06345605850219727,16.0
903,default,50.0,5.0,qubits/i_29_num_qubits_5,57.0,29.0,13.0,70.0,-4.76837158203125e-07,13.0
904,tket,50.0,5.0,qubits/i_29_num_qubits_5,40.0,24.0,7.0,47.0,-0.05060100555419922,8.0
905,qiskit,50.0,5.0,qubits/i_29_num_qubits_5,57.0,29.0,13.0,70.0,-0.016476154327392578,13.0
906,tpar,50.0,5.0,qubits/i_29_num_qubits_5,64.0,42.0,7.0,71.0,-0.07257246971130371,24.0
907,voqc,50.0,5.0,qubits/i_29_num_qubits_5,55.0,38.0,7.0,62.0,-0.1601419448852539,9.0
908,qfast,50.0,5.0,qubits/i_29_num_qubits_5,93.0,102.0,121.0,214.0,-238.27551651000977,31.0
909,pyzx,50.0,5.0,qubits/i_29_num_qubits_5,42.0,26.0,7.0,49.0,-0.06064319610595703,20.0
910,default,50.0,5.0,qubits/i_30_num_qubits_5,54.0,23.0,18.0,72.0,-4.76837158203125e-07,10.0
911,tket,50.0,5.0,qubits/i_30_num_qubits_5,46.0,20.0,10.0,56.0,-0.05230450630187988,7.0
912,qiskit,50.0,5.0,qubits/i_30_num_qubits_5,54.0,23.0,18.0,72.0,-0.01668381690979004,10.0
913,tpar,50.0,5.0,qubits/i_30_num_qubits_5,62.0,40.0,10.0,72.0,-0.07374954223632812,30.0
914,voqc,50.0,5.0,qubits/i_30_num_qubits_5,62.0,29.0,10.0,72.0,-0.1640772819519043,10.0
915,qfast,50.0,5.0,qubits/i_30_num_qubits_5,54.0,91.0,74.0,128.0,-61.862384557724,18.0
916,pyzx,50.0,5.0,qubits/i_30_num_qubits_5,40.0,24.0,10.0,50.0,-0.062056779861450195,17.0
917,default,50.0,5.0,qubits/i_31_num_qubits_5,69.0,33.0,15.0,84.0,-4.76837158203125e-07,10.0
918,tket,50.0,5.0,qubits/i_31_num_qubits_5,52.0,28.0,13.0,65.0,-0.05314922332763672,9.0
919,qiskit,50.0,5.0,qubits/i_31_num_qubits_5,69.0,33.0,15.0,84.0,-0.018893957138061523,10.0
920,tpar,50.0,5.0,qubits/i_31_num_qubits_5,84.0,50.0,13.0,97.0,-0.07886099815368652,35.0
921,voqc,50.0,5.0,qubits/i_31_num_qubits_5,113.0,52.0,13.0,126.0,-0.17431640625,10.0
922,qfast,50.0,5.0,qubits/i_31_num_qubits_5,69.0,93.0,91.0,160.0,-33.5448043346405,23.0
