,algorithm,circ_num_gates,circ_q_count,circuit,clifford_count,depth,non_clifford,overall_gate_count,p_cnot,p_t,time_diff[s],two_qubit_count
161,default,50.0,4.0,default/cnot_pr/i_23_cnot_pr_0.1,57.0,25.0,19.0,76.0,0.1,0.0,-0.04441094398498535,2.0
162,tket,50.0,4.0,default/cnot_pr/i_23_cnot_pr_0.1,11.0,7.0,5.0,16.0,0.1,0.0,-0.03955841064453125,2.0
163,qiskit,50.0,4.0,default/cnot_pr/i_23_cnot_pr_0.1,57.0,25.0,19.0,76.0,0.1,0.0,-0.04434537887573242,2.0
164,tpar,50.0,4.0,default/cnot_pr/i_23_cnot_pr_0.1,42.0,15.0,5.0,47.0,0.1,0.0,-0.04221367835998535,2.0
165,voqc,50.0,4.0,default/cnot_pr/i_23_cnot_pr_0.1,61.0,25.0,5.0,66.0,0.1,0.0,-0.04355764389038086,2.0
166,qfast,50.0,4.0,default/cnot_pr/i_23_cnot_pr_0.1,13.0,23.0,17.0,30.0,0.1,0.0,-0.04232144355773926,4.0
167,pyzx,50.0,4.0,default/cnot_pr/i_23_cnot_pr_0.1,32.0,17.0,5.0,37.0,0.1,0.0,-0.09965825080871582,7.0
168,default,50.0,4.0,default/cnot_pr/i_24_cnot_pr_0.1,58.0,29.0,16.0,74.0,0.1,0.0,-0.04467296600341797,3.0
169,tket,50.0,4.0,default/cnot_pr/i_24_cnot_pr_0.1,35.0,16.0,6.0,41.0,0.1,0.0,-0.04196572303771973,3.0
170,qiskit,50.0,4.0,default/cnot_pr/i_24_cnot_pr_0.1,58.0,29.0,16.0,74.0,0.1,0.0,-0.04479503631591797,3.0
171,tpar,50.0,4.0,default/cnot_pr/i_24_cnot_pr_0.1,42.0,20.0,6.0,48.0,0.1,0.0,-0.04310321807861328,7.0
172,voqc,50.0,4.0,default/cnot_pr/i_24_cnot_pr_0.1,71.0,28.0,6.0,77.0,0.1,0.0,-0.04523968696594238,3.0
173,qfast,50.0,4.0,default/cnot_pr/i_24_cnot_pr_0.1,30.0,43.0,46.0,76.0,0.1,0.0,-0.049535512924194336,10.0
174,pyzx,50.0,4.0,default/cnot_pr/i_24_cnot_pr_0.1,54.0,32.0,6.0,60.0,0.1,0.0,-0.04179573059082031,14.0
175,default,50.0,4.0,default/cnot_pr/i_25_cnot_pr_0.1,51.0,24.0,21.0,72.0,0.1,0.0,-0.04441571235656738,3.0
176,tket,50.0,4.0,default/cnot_pr/i_25_cnot_pr_0.1,20.0,9.0,5.0,25.0,0.1,0.0,-0.04047656059265137,2.0
177,qiskit,50.0,4.0,default/cnot_pr/i_25_cnot_pr_0.1,51.0,24.0,21.0,72.0,0.1,0.0,-0.10175228118896484,3.0
